features,count,auc
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L6_Entropy', 'L24_Smoothness']",5,0.6900000000000001
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L14_Entropy', 'L6_Entropy']",5,0.6892000000000001
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L2_HFER', 'L6_Entropy']",5,0.6888
"['L7_Entropy', 'L5_Entropy', 'L14_Entropy', 'L6_Entropy', 'L24_Smoothness']",5,0.6832
"['L7_Entropy', 'L5_Entropy', 'L23_Smoothness', 'L14_Entropy', 'L6_Entropy']",5,0.6824
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L23_Smoothness', 'L6_Entropy']",5,0.68
"['L7_Entropy', 'L5_Entropy', 'L14_Entropy', 'L6_Entropy']",4,0.6796
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L14_Entropy', 'L24_Smoothness']",5,0.6788000000000001
"['L7_Entropy', 'L5_Entropy', 'L14_Entropy', 'L6_Entropy', 'L2_Entropy']",5,0.6776
"['L7_Entropy', 'L5_Entropy', 'L31_Entropy', 'L14_Entropy', 'L6_Entropy']",5,0.6772
"['L7_Entropy', 'L5_Entropy', 'L22_Smoothness', 'L14_Entropy', 'L6_Entropy']",5,0.6771999999999999
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L22_Smoothness', 'L6_Entropy']",5,0.6768000000000001
"['L7_Entropy', 'L5_Entropy', 'L23_Fiedler', 'L14_Entropy', 'L6_Entropy']",5,0.6763999999999999
"['L7_Entropy', 'L5_Entropy', 'L14_Entropy', 'L24_Smoothness', 'L2_Entropy']",5,0.6759999999999999
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Entropy', 'L6_Entropy']",5,0.6736
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L14_Entropy', 'L6_Entropy']",5,0.6724
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L6_Entropy']",4,0.6716000000000001
"['L7_Entropy', 'L5_Entropy', 'L14_Entropy', 'L10_Entropy', 'L6_Entropy']",5,0.6704000000000001
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Entropy']",5,0.6692
"['L7_Entropy', 'L2_HFER', 'L14_Entropy', 'L6_Entropy', 'L24_Smoothness']",5,0.668
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L1_Entropy', 'L6_Entropy']",5,0.6679999999999999
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L23_Smoothness', 'L14_Entropy']",5,0.6672000000000001
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Entropy', 'L24_Smoothness']",5,0.6668000000000001
"['L7_Entropy', 'L4_Entropy', 'L2_HFER', 'L22_Smoothness', 'L6_Entropy']",5,0.6664
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L6_Entropy', 'L2_Entropy']",5,0.6664
"['L7_Entropy', 'L4_Entropy', 'L2_HFER', 'L6_Entropy', 'L24_Smoothness']",5,0.6656000000000001
"['L7_Entropy', 'L4_Entropy', 'L2_HFER', 'L23_Smoothness', 'L6_Entropy']",5,0.6656
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L23_Fiedler', 'L6_Entropy']",5,0.6644
"['L7_Entropy', 'L5_Entropy', 'L3_Fiedler', 'L14_Entropy', 'L6_Entropy']",5,0.664
"['L7_Entropy', 'L4_Entropy', 'L14_Entropy', 'L6_Entropy', 'L24_Smoothness']",5,0.6632000000000001
"['L7_Entropy', 'L2_HFER', 'L6_Entropy', 'L24_Smoothness']",4,0.6632
"['L7_Entropy', 'L5_Entropy', 'L9_Entropy', 'L14_Entropy', 'L6_Entropy']",5,0.6628
"['L7_Entropy', 'L2_HFER', 'L23_Smoothness', 'L14_Entropy', 'L6_Entropy']",5,0.6628
"['L7_Entropy', 'L5_Entropy', 'L31_HFER', 'L14_Entropy', 'L6_Entropy']",5,0.6624000000000001
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L2_HFER', 'L24_Smoothness']",5,0.662
"['L7_Entropy', 'L5_Entropy', 'L21_Smoothness', 'L14_Entropy', 'L6_Entropy']",5,0.6612
"['L7_Entropy', 'L5_Entropy', 'L14_Entropy', 'L10_Entropy', 'L24_Smoothness']",5,0.6612
"['L7_Entropy', 'L5_Entropy', 'L23_Smoothness', 'L14_Entropy', 'L2_Entropy']",5,0.6607999999999999
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L2_HFER', 'L14_Entropy']",5,0.6603999999999999
"['L7_Entropy', 'L5_Entropy', 'L14_Entropy', 'L2_Entropy']",4,0.6599999999999999
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L22_Smoothness', 'L14_Entropy']",5,0.6596000000000002
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Entropy', 'L23_Smoothness']",5,0.6592
"['L7_Entropy', 'L2_HFER', 'L22_Smoothness', 'L14_Entropy', 'L6_Entropy']",5,0.6592
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L23_Fiedler', 'L24_Smoothness']",5,0.6584
"['L7_Entropy', 'L4_Entropy', 'L23_Smoothness', 'L14_Entropy', 'L6_Entropy']",5,0.658
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L14_Entropy', 'L10_Entropy']",5,0.6572
"['L7_Entropy', 'L5_Entropy', 'L23_Smoothness', 'L14_Entropy', 'L10_Entropy']",5,0.6572
"['L7_Entropy', 'L2_HFER', 'L9_Entropy', 'L6_Entropy', 'L24_Smoothness']",5,0.6572
"['L7_Entropy', 'L2_HFER', 'L23_Smoothness', 'L6_Entropy']",4,0.6567999999999999
"['L7_Entropy', 'L2_HFER', 'L9_Entropy', 'L23_Smoothness', 'L6_Entropy']",5,0.6567999999999999
"['L7_Entropy', 'L4_Entropy', 'L3_Fiedler', 'L14_Entropy', 'L6_Entropy']",5,0.6564000000000001
"['L7_Entropy', 'L4_Entropy', 'L2_HFER', 'L14_Entropy', 'L24_Smoothness']",5,0.6564
"['L7_Entropy', 'L4_Entropy', 'L2_HFER', 'L22_Smoothness', 'L14_Entropy']",5,0.6563999999999999
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Entropy', 'L14_Entropy']",5,0.6559999999999999
"['L7_Entropy', 'L5_Entropy', 'L1_Entropy', 'L14_Entropy', 'L6_Entropy']",5,0.6559999999999999
"['L7_Entropy', 'L4_Entropy', 'L22_Smoothness', 'L14_Entropy', 'L6_Entropy']",5,0.6556000000000001
"['L7_Entropy', 'L2_HFER', 'L22_Smoothness', 'L6_Entropy']",4,0.6552
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L24_Smoothness', 'L2_Entropy']",5,0.6552
"['L7_Entropy', 'L5_Entropy', 'L14_Entropy', 'L10_Entropy', 'L2_Entropy']",5,0.6552
"['L7_Entropy', 'L5_Entropy', 'L14_Entropy', 'L10_Entropy']",4,0.6551999999999999
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L2_HFER', 'L23_Smoothness']",5,0.6548
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L31_Entropy', 'L14_Entropy']",5,0.6547999999999999
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L24_Smoothness']",4,0.6544
"['L7_Entropy', 'L2_HFER', 'L9_Entropy', 'L22_Smoothness', 'L6_Entropy']",5,0.6544
"['L7_Entropy', 'L2_HFER', 'L23_Fiedler', 'L6_Entropy', 'L24_Smoothness']",5,0.6544
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L6_Entropy', 'L2_Entropy']",5,0.654
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Entropy', 'L10_Entropy']",5,0.654
"['L7_Entropy', 'L5_Entropy', 'L3_Fiedler', 'L14_Entropy', 'L2_Entropy']",5,0.654
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L31_HFER', 'L9_Entropy']",5,0.6536
"['L7_Entropy', 'L5_Entropy', 'L14_Entropy']",3,0.6532
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L6_Entropy']",4,0.6532
"['L7_Entropy', 'L5_Entropy', 'L14_Entropy', 'L24_Smoothness']",4,0.6532
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L2_HFER', 'L2_Entropy']",5,0.6532
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Fiedler', 'L6_Entropy']",5,0.6532
"['L7_Entropy', 'L2_HFER', 'L23_Smoothness', 'L6_Entropy', 'L2_Entropy']",5,0.6532
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Entropy', 'L31_Entropy']",5,0.6528
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L31_Entropy', 'L6_Entropy']",5,0.6528
"['L7_Entropy', 'L5_Entropy', 'L22_Smoothness', 'L14_Entropy', 'L2_Entropy']",5,0.6528
"['L7_Entropy', 'L2_HFER', 'L23_Fiedler', 'L22_Smoothness', 'L6_Entropy']",5,0.6528
"['L7_Entropy', 'L4_Entropy', 'L2_HFER', 'L23_Smoothness', 'L14_Entropy']",5,0.6527999999999999
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L10_Entropy', 'L6_Entropy']",5,0.6527999999999999
"['L7_Entropy', 'L4_Entropy', 'L14_Entropy', 'L6_Entropy']",4,0.6524
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L9_Entropy', 'L6_Entropy']",5,0.6523999999999999
"['L7_Entropy', 'L5_Entropy', 'L31_Entropy', 'L23_Fiedler', 'L14_Entropy']",5,0.652
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L2_HFER']",4,0.6519999999999999
"['L7_Entropy', 'L2_HFER', 'L23_Fiedler', 'L14_Entropy', 'L24_Smoothness']",5,0.6519999999999999
"['L7_Entropy', 'L14_Entropy', 'L6_Entropy', 'L24_Smoothness', 'L2_Entropy']",5,0.6519999999999999
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L23_Fiedler', 'L6_Entropy']",5,0.6516
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Entropy', 'L22_Smoothness']",5,0.6516
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L23_Smoothness', 'L2_Entropy']",5,0.6516
"['L7_Entropy', 'L4_Entropy', 'L2_HFER', 'L14_Entropy', 'L6_Entropy']",5,0.6512
"['L7_Entropy', 'L2_HFER', 'L23_Fiedler', 'L23_Smoothness', 'L6_Entropy']",5,0.6512
"['L7_Entropy', 'L2_HFER', 'L6_Entropy', 'L24_Smoothness', 'L2_Entropy']",5,0.6512
"['L4_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Entropy', 'L6_Entropy']",5,0.6512
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L14_Entropy']",4,0.6511999999999999
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L14_Entropy', 'L2_Entropy']",5,0.6508
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Entropy']",4,0.6507999999999999
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L14_Entropy', 'L10_Entropy']",5,0.6507999999999999
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L6_Fiedler', 'L24_Smoothness']",5,0.6504000000000001
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L2_HFER', 'L22_Smoothness']",5,0.6504
"['L7_Entropy', 'L2_HFER', 'L14_Entropy', 'L24_Smoothness']",4,0.65
"['L7_Entropy', 'L4_Entropy', 'L23_Fiedler', 'L14_Entropy', 'L6_Entropy']",5,0.65
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Fiedler', 'L24_Smoothness']",5,0.65
"['L7_Entropy', 'L5_Entropy', 'L23_Fiedler', 'L14_Entropy', 'L2_Entropy']",5,0.65
"['L7_Entropy', 'L22_Smoothness', 'L14_Entropy', 'L6_Entropy']",4,0.6499999999999999
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L31_HFER', 'L6_Entropy']",5,0.6499999999999999
"['L7_Entropy', 'L5_Entropy', 'L31_Entropy', 'L14_Entropy', 'L2_Entropy']",5,0.6499999999999999
"['L7_Entropy', 'L22_Smoothness', 'L14_Entropy', 'L6_Entropy', 'L2_Entropy']",5,0.6496000000000001
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L2_HFER', 'L10_Entropy']",5,0.6496
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Entropy', 'L1_Entropy']",5,0.6496
"['L7_Entropy', 'L5_Entropy', 'L23_Fiedler', 'L14_Entropy', 'L10_Entropy']",5,0.6496
"['L7_Entropy', 'L23_Smoothness', 'L14_Entropy', 'L6_Entropy', 'L2_Entropy']",5,0.6496
"['L7_Entropy', 'L5_Entropy', 'L31_Entropy', 'L14_Entropy', 'L24_Smoothness']",5,0.6492000000000001
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L3_Fiedler', 'L6_Entropy']",5,0.6492
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Entropy', 'L2_Entropy']",5,0.6491999999999999
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L10_Entropy', 'L24_Smoothness']",5,0.6491999999999999
"['L7_Entropy', 'L5_Entropy', 'L23_Smoothness', 'L14_Entropy']",4,0.6488
"['L7_Entropy', 'L2_HFER', 'L31_HFER', 'L14_Entropy', 'L6_Entropy']",5,0.6488
"['L7_Entropy', 'L2_HFER', 'L31_Entropy', 'L14_Entropy', 'L6_Entropy']",5,0.6488
"['L7_Entropy', 'L2_HFER', 'L22_Smoothness', 'L6_Entropy', 'L2_Entropy']",5,0.6488
"['L7_Entropy', 'L2_HFER', 'L23_Fiedler', 'L23_Smoothness', 'L14_Entropy']",5,0.6487999999999999
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L2_HFER', 'L1_Entropy']",5,0.6484000000000001
"['L7_Entropy', 'L2_HFER', 'L22_Smoothness', 'L14_Entropy']",4,0.6484
"['L7_Entropy', 'L14_Entropy', 'L6_Entropy', 'L24_Smoothness']",4,0.6484
"['L7_Entropy', 'L4_Entropy', 'L14_Entropy', 'L10_Entropy', 'L6_Entropy']",5,0.6484
"['L7_Entropy', 'L5_Entropy', 'L9_Entropy', 'L14_Entropy', 'L2_Entropy']",5,0.6484
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L23_Fiedler', 'L14_Entropy']",5,0.6480000000000001
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L2_HFER', 'L23_Fiedler']",5,0.648
"['L7_Entropy', 'L4_Entropy', 'L2_HFER', 'L9_Entropy', 'L6_Entropy']",5,0.648
"['L7_Entropy', 'L5_Entropy', 'L22_Smoothness', 'L14_Entropy', 'L10_Entropy']",5,0.648
"['L7_Entropy', 'L2_HFER', 'L31_HFER', 'L9_Entropy', 'L6_Entropy']",5,0.648
"['L7_Entropy', 'L14_Entropy', 'L6_Entropy']",3,0.6479999999999999
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L9_Entropy', 'L14_Entropy']",5,0.6479999999999999
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L6_Entropy', 'L24_Smoothness']",5,0.6479999999999999
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L21_Smoothness', 'L6_Entropy']",5,0.6476000000000001
"['L7_Entropy', 'L4_Entropy', 'L31_Entropy', 'L14_Entropy', 'L6_Entropy']",5,0.6472
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L22_Smoothness', 'L2_Entropy']",5,0.6472
"['L7_Entropy', 'L5_Entropy', 'L9_Entropy', 'L14_Entropy']",4,0.6468
"['L7_Entropy', 'L5_Entropy', 'L23_Fiedler', 'L14_Entropy']",4,0.6468
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L23_Fiedler', 'L14_Entropy']",5,0.6468
"['L7_Entropy', 'L5_Entropy', 'L3_Fiedler', 'L14_Entropy', 'L24_Smoothness']",5,0.6468
"['L7_Entropy', 'L2_HFER', 'L14_Entropy', 'L24_Smoothness', 'L2_Entropy']",5,0.6468
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L23_Smoothness']",4,0.6467999999999999
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L23_Fiedler', 'L23_Smoothness']",5,0.6467999999999999
"['L7_Entropy', 'L5_Entropy', 'L9_Entropy', 'L24_Smoothness', 'L2_Entropy']",5,0.6467999999999999
"['L7_Entropy', 'L5_Entropy', 'L31_Entropy', 'L23_Smoothness', 'L14_Entropy']",5,0.6464000000000001
"['L7_Entropy', 'L2_HFER', 'L23_Smoothness', 'L6_Entropy', 'L24_Smoothness']",5,0.6464000000000001
"['L7_Entropy', 'L5_Entropy', 'L3_Fiedler', 'L23_Smoothness', 'L14_Entropy']",5,0.6464
"['L7_Entropy', 'L5_Entropy', 'L31_Entropy', 'L14_Entropy']",4,0.646
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L14_Entropy', 'L2_Entropy']",5,0.646
"['L7_Entropy', 'L9_Entropy', 'L23_Smoothness', 'L14_Entropy', 'L2_Entropy']",5,0.646
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L3_Fiedler', 'L14_Entropy']",5,0.6459999999999999
"['L7_Entropy', 'L5_Entropy', 'L9_Entropy', 'L14_Entropy', 'L10_Entropy']",5,0.6459999999999999
"['L7_Entropy', 'L2_HFER', 'L22_Smoothness', 'L23_Smoothness', 'L6_Entropy']",5,0.6459999999999999
"['L7_Entropy', 'L4_Entropy', 'L9_Entropy', 'L14_Entropy', 'L6_Entropy']",5,0.6456000000000001
"['L7_Entropy', 'L4_Entropy', 'L21_Smoothness', 'L14_Entropy', 'L6_Entropy']",5,0.6456000000000001
"['L7_Entropy', 'L5_Entropy', 'L9_Entropy', 'L14_Entropy', 'L24_Smoothness']",5,0.6456000000000001
"['L7_Entropy', 'L14_Entropy', 'L24_Smoothness', 'L2_Entropy']",4,0.6456
"['L7_Entropy', 'L5_Entropy', 'L22_Smoothness', 'L14_Entropy']",4,0.6452
"['L7_Entropy', 'L2_HFER', 'L23_Smoothness', 'L14_Entropy']",4,0.6452
"['L7_Entropy', 'L23_Smoothness', 'L14_Entropy', 'L6_Entropy']",4,0.6452
"['L7_Entropy', 'L4_Entropy', 'L14_Entropy', 'L6_Entropy', 'L2_Entropy']",5,0.6452
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L1_Entropy', 'L24_Smoothness']",5,0.6452
"['L7_Entropy', 'L5_Entropy', 'L3_Fiedler', 'L14_Entropy']",4,0.6448
"['L7_Entropy', 'L5_Entropy', 'L31_Entropy', 'L22_Smoothness', 'L14_Entropy']",5,0.6448
"['L7_Entropy', 'L2_HFER', 'L31_HFER', 'L6_Entropy', 'L24_Smoothness']",5,0.6448
"['L7_Entropy', 'L2_HFER', 'L23_Fiedler', 'L22_Smoothness', 'L14_Entropy']",5,0.6448
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L14_Entropy']",4,0.6447999999999999
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Fiedler']",5,0.6447999999999999
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L22_Smoothness']",4,0.6444
"['L7_Entropy', 'L2_HFER', 'L1_Entropy', 'L6_Entropy', 'L24_Smoothness']",5,0.6444
"['L7_Entropy', 'L5_Entropy', 'L9_Fiedler', 'L14_Entropy', 'L6_Entropy']",5,0.644
"['L7_Entropy', 'L2_HFER', 'L9_Entropy', 'L14_Entropy', 'L24_Smoothness']",5,0.644
"['L7_Entropy', 'L2_HFER', 'L22_Smoothness', 'L3_Fiedler', 'L6_Entropy']",5,0.644
"['L7_Entropy', 'L9_Entropy', 'L14_Entropy', 'L24_Smoothness', 'L2_Entropy']",5,0.644
"['L7_Entropy', 'L5_Entropy', 'L23_Fiedler', 'L14_Entropy', 'L24_Smoothness']",5,0.6439999999999999
"['L7_Entropy', 'L5_Entropy', 'L23_Fiedler', 'L6_Entropy', 'L2_Entropy']",5,0.6436000000000001
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Entropy', 'L23_Fiedler']",5,0.6436
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L23_Fiedler', 'L22_Smoothness']",5,0.6436
"['L7_Entropy', 'L2_HFER', 'L31_HFER', 'L22_Smoothness', 'L6_Entropy']",5,0.6436
"['L7_Entropy', 'L31_Entropy', 'L22_Smoothness', 'L14_Entropy', 'L6_Entropy']",5,0.6436
"['L7_Entropy', 'L23_Fiedler', 'L14_Entropy', 'L6_Entropy', 'L24_Smoothness']",5,0.6436
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L22_Smoothness', 'L6_Entropy']",5,0.6432000000000001
"['L7_Entropy', 'L5_Entropy', 'L9_Fiedler', 'L14_Entropy', 'L24_Smoothness']",5,0.6432000000000001
"['L7_Entropy', 'L2_HFER', 'L3_Fiedler', 'L6_Entropy', 'L24_Smoothness']",5,0.6432000000000001
"['L7_Entropy', 'L5_Entropy', 'L1_Entropy', 'L14_Entropy', 'L2_Entropy']",5,0.6428000000000001
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L23_Smoothness', 'L6_Entropy']",5,0.6428
"['L7_Entropy', 'L4_Entropy', 'L2_HFER', 'L9_Entropy', 'L24_Smoothness']",5,0.6428
"['L7_Entropy', 'L5_Entropy', 'L23_Fiedler', 'L23_Smoothness', 'L14_Entropy']",5,0.6428
"['L7_Entropy', 'L14_Entropy', 'L6_Entropy', 'L2_Entropy']",4,0.6427999999999999
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L3_Fiedler', 'L6_Entropy']",5,0.6427999999999999
"['L7_Entropy', 'L2_HFER', 'L14_Entropy', 'L6_Entropy']",4,0.6424000000000001
"['L7_Entropy', 'L5_Entropy', 'L9_Entropy', 'L23_Fiedler', 'L14_Entropy']",5,0.6424000000000001
"['L7_Entropy', 'L2_HFER', 'L3_Fiedler', 'L23_Smoothness', 'L6_Entropy']",5,0.6424000000000001
"['L7_Entropy', 'L5_Entropy', 'L6_Entropy', 'L24_Smoothness', 'L2_Entropy']",5,0.6424
"['L7_Entropy', 'L31_Entropy', 'L14_Entropy', 'L6_Entropy', 'L24_Smoothness']",5,0.6424
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L23_Smoothness', 'L14_Entropy']",5,0.642
"['L7_Entropy', 'L5_Entropy', 'L31_Entropy', 'L23_Fiedler', 'L6_Entropy']",5,0.642
"['L7_Entropy', 'L5_Entropy', 'L31_Entropy', 'L14_Entropy', 'L10_Entropy']",5,0.642
"['L7_Entropy', 'L2_HFER', 'L22_Smoothness', 'L23_Smoothness', 'L14_Entropy']",5,0.642
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L14_Entropy', 'L24_Smoothness']",5,0.6419999999999999
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L23_Smoothness', 'L10_Entropy']",5,0.6419999999999999
"['L7_Entropy', 'L2_HFER', 'L14_Entropy', 'L10_Entropy', 'L24_Smoothness']",5,0.6419999999999999
"['L7_Entropy', 'L23_Smoothness', 'L14_Entropy', 'L2_Entropy']",4,0.6416000000000001
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Fiedler', 'L9_Entropy']",5,0.6416000000000001
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Fiedler', 'L23_Smoothness']",5,0.6416000000000001
"['L7_Entropy', 'L9_Entropy', 'L14_Entropy', 'L6_Entropy', 'L24_Smoothness']",5,0.6416000000000001
"['L7_Entropy', 'L2_HFER', 'L9_Entropy', 'L22_Smoothness', 'L14_Entropy']",5,0.6416
"['L7_Entropy', 'L2_HFER', 'L23_Fiedler', 'L14_Entropy', 'L6_Entropy']",5,0.6416
"['L7_Entropy', 'L2_HFER', 'L23_Smoothness', 'L14_Entropy', 'L2_Entropy']",5,0.6416
"['L7_Entropy', 'L2_HFER', 'L14_Entropy', 'L10_Entropy', 'L6_Entropy']",5,0.6416
"['L7_Entropy', 'L4_Entropy', 'L2_HFER', 'L9_Entropy', 'L22_Smoothness']",5,0.6412000000000001
"['L7_Entropy', 'L4_Entropy', 'L23_Smoothness', 'L14_Entropy', 'L2_Entropy']",5,0.6412
"['L7_Entropy', 'L4_Entropy', 'L14_Entropy', 'L24_Smoothness', 'L2_Entropy']",5,0.6412
"['L7_Entropy', 'L5_Entropy', 'L22_Smoothness', 'L23_Smoothness', 'L14_Entropy']",5,0.6412
"['L7_Entropy', 'L5_Entropy', 'L1_Entropy', 'L14_Entropy', 'L24_Smoothness']",5,0.6412
"['L7_Entropy', 'L9_Entropy', 'L22_Smoothness', 'L14_Entropy', 'L2_Entropy']",5,0.6412
"['L7_Entropy', 'L4_Entropy', 'L1_Entropy', 'L14_Entropy', 'L6_Entropy']",5,0.6411999999999999
"['L7_Entropy', 'L5_Entropy', 'L9_Entropy', 'L31_Entropy', 'L14_Entropy']",5,0.6408000000000001
"['L7_Entropy', 'L1_Entropy', 'L14_Entropy', 'L6_Entropy']",4,0.6408
"['L7_Entropy', 'L4_Entropy', 'L5_Entropy', 'L31_Entropy', 'L6_Entropy']",5,0.6408
"['L7_Entropy', 'L2_HFER', 'L22_Smoothness', 'L14_Entropy', 'L2_Entropy']",5,0.6408
"['L7_Entropy', 'L23_Fiedler', 'L22_Smoothness', 'L14_Entropy', 'L6_Entropy']",5,0.6408
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L10_Entropy']",4,0.6407999999999999
"['L7_Entropy', 'L22_Smoothness', 'L14_Entropy', 'L2_Entropy']",4,0.6407999999999999
"['L7_Entropy', 'L14_Entropy', 'L10_Entropy', 'L6_Entropy']",4,0.6404000000000001
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L9_Fiedler', 'L22_Smoothness']",5,0.6404000000000001
"['L7_Entropy', 'L5_Entropy', 'L31_HFER', 'L14_Entropy', 'L2_Entropy']",5,0.6404000000000001
"['L7_Entropy', 'L2_HFER', 'L9_Entropy', 'L23_Smoothness', 'L14_Entropy']",5,0.6404000000000001
"['L7_Entropy', 'L23_Smoothness', 'L14_Entropy', 'L10_Entropy', 'L6_Entropy']",5,0.6404000000000001
"['L7_Entropy', 'L4_Entropy', 'L2_HFER', 'L6_Entropy']",4,0.6404
"['L7_Entropy', 'L3_Fiedler', 'L14_Entropy', 'L6_Entropy']",4,0.6404
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L31_HFER', 'L14_Entropy']",5,0.6404
"['L7_Entropy', 'L9_Fiedler', 'L14_Entropy', 'L6_Entropy', 'L24_Smoothness']",5,0.6404
"['L7_Entropy', 'L31_Entropy', 'L23_Fiedler', 'L14_Entropy', 'L6_Entropy']",5,0.6404
"['L7_Entropy', 'L23_Fiedler', 'L14_Entropy', 'L6_Entropy', 'L2_Entropy']",5,0.6404
"['L7_Entropy', 'L9_Entropy', 'L22_Smoothness', 'L14_Entropy', 'L6_Entropy']",5,0.6400000000000001
"['L7_Entropy', 'L5_Entropy', 'L6_Entropy', 'L24_Smoothness']",4,0.64
"['L7_Entropy', 'L5_Entropy', 'L2_HFER', 'L22_Smoothness', 'L23_Smoothness']",5,0.64
"['L7_Entropy', 'L5_Entropy', 'L3_Fiedler', 'L14_Entropy', 'L10_Entropy']",5,0.64
"['L7_Entropy', 'L2_HFER', 'L3_Fiedler', 'L14_Entropy', 'L24_Smoothness']",5,0.64
