Metric,AUC,Direction
L29_Fiedler,0.6956932272763677,Positive
L30_Smoothness,0.6864237810404206,Negative
L28_Fiedler,0.6838060793066673,Positive
L30_Fiedler,0.6706964941344091,Positive
L1_Entropy,0.6674127748902967,Positive
L15_Fiedler,0.6644030501915854,Positive
L28_Smoothness,0.663281780205791,Negative
L29_Smoothness,0.6612795123740152,Negative
L27_Smoothness,0.652781466165889,Negative
L25_HFER,0.6486884091876695,Positive
L19_HFER,0.6479970998731195,Positive
L24_HFER,0.6417963925456622,Positive
L12_HFER,0.6390164017350178,Positive
L23_HFER,0.6376021683506794,Positive
L26_HFER,0.6364134535537094,Positive
L20_HFER,0.6340402392604676,Positive
L13_Fiedler,0.6288343428978506,Positive
L22_HFER,0.625866771206124,Positive
L23_Entropy,0.6232364235702754,Positive
L21_HFER,0.6228317547032216,Positive
L0_Fiedler,0.6221446606893704,Negative
L27_HFER,0.6198346759066058,Positive
L27_Fiedler,0.6192529644102163,Positive
L19_Fiedler,0.6192192420046284,Positive
L6_HFER,0.618852510843861,Positive
L26_Smoothness,0.6174319545084749,Negative
L16_Fiedler,0.6169640561309442,Positive
L8_Fiedler,0.6142156800755382,Positive
L14_HFER,0.6125885740059267,Positive
L29_HFER,0.611863542285789,Positive
L11_HFER,0.6094523902862611,Positive
L25_Smoothness,0.6081330011676382,Negative
L28_HFER,0.6069569322727637,Positive
L10_HFER,0.6009501287774364,Positive
L26_Fiedler,0.5998583658965313,Positive
L31_HFER,0.5998583658965313,Positive
L18_HFER,0.5995127112392562,Positive
L17_HFER,0.5982649822325076,Positive
L3_Entropy,0.5961109635755867,Positive
L24_Smoothness,0.595031846596777,Negative
L16_Entropy,0.593657658569074,Positive
L20_Entropy,0.5935564913523106,Positive
L30_HFER,0.5921359350169244,Positive
L11_Fiedler,0.5920937820099397,Positive
L17_Fiedler,0.5892990376468505,Positive
L16_HFER,0.5892315928356749,Positive
L31_Smoothness,0.5884770540106478,Negative
L2_HFER,0.5876129173674604,Positive
L18_Fiedler,0.5859731653957534,Positive
L9_Fiedler,0.5855052670182227,Positive
L10_Entropy,0.584603192668749,Positive
L25_Fiedler,0.5845610396617642,Positive
L8_Entropy,0.5844219347387146,Positive
L0_HFER,0.5822299783755074,Positive
L1_Smoothness,0.5809738187673618,Positive
L9_HFER,0.5806408100121823,Positive
L1_Fiedler,0.580434260277957,Negative
L18_Entropy,0.5803541695646859,Positive
L14_Fiedler,0.5801982034388423,Positive
L13_HFER,0.5736897791603964,Positive
L21_Entropy,0.5706631932588911,Positive
L31_Entropy,0.5701868642799635,Negative
L7_HFER,0.5699676686436427,Positive
L0_Smoothness,0.5690023647836918,Negative
L23_Fiedler,0.5666038586862594,Positive
L19_Entropy,0.5662244816233967,Positive
L15_HFER,0.5657397220430719,Positive
L6_Entropy,0.5655078805046558,Positive
L20_Fiedler,0.5647617722810256,Positive
L4_HFER,0.5637522077637408,Positive
L2_Smoothness,0.5635351197777694,Positive
L12_Entropy,0.5630946208547787,Negative
L5_HFER,0.5600237742959394,Positive
L10_Fiedler,0.5598635928693974,Positive
L2_Entropy,0.5573470583524076,Positive
L3_Smoothness,0.5573428430517091,Positive
L23_Smoothness,0.5571868769258655,Negative
L15_Entropy,0.5500271886895052,Positive
L4_Entropy,0.5485455104939911,Positive
L6_Fiedler,0.5477129886060422,Positive
L5_Smoothness,0.5460163300749059,Positive
L22_Smoothness,0.5459278087602379,Negative
L4_Smoothness,0.543082480788767,Positive
L12_Fiedler,0.5406038839780636,Negative
L27_Entropy,0.5393182172650286,Positive
L21_Fiedler,0.5385805396427954,Positive
L12_Smoothness,0.5368227592515313,Positive
L26_Entropy,0.5360134215174239,Negative
L8_HFER,0.535570814944084,Positive
L24_Entropy,0.5350860553637593,Positive
L6_Smoothness,0.5346181569862286,Positive
L7_Entropy,0.5345549274757515,Positive
L29_Entropy,0.5339816465807589,Positive
L1_HFER,0.5338657258115508,Negative
L31_Fiedler,0.5326201044551513,Negative
L28_Entropy,0.532084761266445,Positive
L25_Entropy,0.5293110934068482,Positive
L0_Entropy,0.528982299952367,Negative
L13_Entropy,0.5284596026657562,Positive
L5_Fiedler,0.528432203211216,Positive
L7_Smoothness,0.5272118736590075,Positive
L17_Entropy,0.5266891763723965,Positive
L22_Entropy,0.5264320430297895,Positive
L3_Fiedler,0.5248639511699568,Negative
L9_Entropy,0.5243918374917275,Positive
L21_Smoothness,0.5230345106668184,Negative
L24_Fiedler,0.5216434614363216,Positive
L11_Smoothness,0.5212472231706649,Positive
L11_Entropy,0.519590609996164,Negative
L9_Smoothness,0.5129683725988594,Positive
L15_Smoothness,0.5113707736341372,Positive
L17_Smoothness,0.5107047561237781,Positive
L8_Smoothness,0.5101694129350717,Positive
L19_Smoothness,0.5098954183896708,Negative
L10_Smoothness,0.5096382850470638,Positive
L14_Entropy,0.509107157159056,Negative
L3_HFER,0.5088753156206398,Positive
L20_Smoothness,0.5088542391171473,Negative
L4_Fiedler,0.5080153942781509,Negative
L18_Smoothness,0.5076022948097003,Positive
L14_Smoothness,0.5072482095510283,Positive
L2_Fiedler,0.5063081974952683,Positive
L30_Entropy,0.506013126446375,Negative
L13_Smoothness,0.5045883548102904,Positive
L5_Entropy,0.5039518444048205,Negative
L22_Fiedler,0.5021392651044762,Positive
L7_Fiedler,0.5014310945871324,Positive
L16_Smoothness,0.5004152071187997,Positive
