is_hallucination,ppl,logprob_mean,logprob_min,len_gen
1,1.701645851135254,-0.53125,-5.71875,128
1,2.151306629180908,-0.765625,-5.375,85
1,1.3717849254608154,-0.31640625,-5.8125,91
0,1.9658501148223877,-0.67578125,-5.9375,128
1,1.6694649457931519,-0.51171875,-4.59375,128
0,1.7701935768127441,-0.5703125,-6.03125,128
1,1.6439545154571533,-0.49609375,-5.84375,123
1,2.104322671890259,-0.7421875,-9.75,59
0,1.4936169385910034,-0.400390625,-4.75,128
1,1.7203484773635864,-0.54296875,-5.25,34
1,1.7171696424484253,-0.5390625,-12.625,128
0,1.2025283575057983,-0.1845703125,-4.125,86
1,1.3026044368743896,-0.263671875,-3.703125,93
1,2.102919578552246,-0.7421875,-5.71875,126
1,2.0067410469055176,-0.6953125,-7.28125,78
0,1.8588860034942627,-0.62109375,-5.90625,90
0,5.150758743286133,-1.640625,-6.0625,31
0,1.5963491201400757,-0.466796875,-5.0,128
0,2.3216612339019775,-0.84375,-4.625,82
1,1.507035493850708,-0.41015625,-8.875,128
1,1.5138263702392578,-0.4140625,-5.71875,128
0,2.3580222129821777,-0.859375,-6.5,128
0,2.1448915004730225,-0.76171875,-7.53125,128
1,1.2247161865234375,-0.2021484375,-4.4375,101
1,1.3689686059951782,-0.314453125,-7.90625,128
1,1.5371284484863281,-0.4296875,-4.375,114
1,1.5564900636672974,-0.443359375,-5.375,128
1,1.4640439748764038,-0.380859375,-4.75,43
1,1.6058001518249512,-0.474609375,-8.375,128
1,1.5332989692687988,-0.427734375,-6.15625,128
1,1.4257540702819824,-0.35546875,-4.96875,105
0,2.057105302810669,-0.72265625,-4.875,40
1,1.4184417724609375,-0.349609375,-5.03125,55
0,1.9113913774490356,-0.6484375,-4.6875,25
0,2.783637046813965,-1.0234375,-5.625,45
1,1.9468460083007812,-0.66796875,-6.34375,128
1,1.4121854305267334,-0.345703125,-4.5625,128
0,3.104438304901123,-1.1328125,-6.40625,63
1,1.8246043920516968,-0.6015625,-9.375,120
0,1.5853902101516724,-0.4609375,-3.296875,18
0,4.341808795928955,-1.46875,-4.9375,22
1,1.712706208229065,-0.5390625,-7.96875,128
0,1.3350439071655273,-0.2890625,-4.78125,79
0,1.641312837600708,-0.49609375,-5.15625,73
0,1.767583966255188,-0.5703125,-4.78125,55
1,1.5643367767333984,-0.447265625,-5.0625,70
1,1.3676806688308716,-0.3125,-4.21875,73
1,1.8135775327682495,-0.59375,-6.84375,106
0,1.4284127950668335,-0.357421875,-5.21875,128
1,1.9599831104278564,-0.671875,-5.6875,128
1,1.9376615285873413,-0.66015625,-7.0,111
1,1.9604213237762451,-0.671875,-8.625,128
0,1.7147760391235352,-0.5390625,-5.15625,74
0,2.1452689170837402,-0.76171875,-6.84375,78
1,1.399416446685791,-0.3359375,-4.9375,128
0,2.2824103832244873,-0.82421875,-5.5625,39
0,1.4575062990188599,-0.376953125,-3.546875,26
1,1.723130464553833,-0.54296875,-5.84375,128
0,1.3036179542541504,-0.265625,-5.75,128
1,1.1743165254592896,-0.1611328125,-2.890625,128
0,2.590862512588501,-0.953125,-7.25,128
0,2.3572447299957275,-0.85546875,-6.25,108
1,2.161912202835083,-0.76953125,-5.5625,128
0,1.7224916219711304,-0.54296875,-4.78125,59
0,1.4396554231643677,-0.365234375,-4.25,128
0,1.521844506263733,-0.419921875,-4.78125,116
0,2.009779453277588,-0.69921875,-6.9375,128
0,1.439749836921692,-0.365234375,-8.1875,89
0,1.8504542112350464,-0.6171875,-4.84375,79
0,2.5691447257995605,-0.9453125,-4.71875,50
0,1.6617984771728516,-0.5078125,-5.0625,128
0,1.6124114990234375,-0.478515625,-7.15625,128
1,1.5445528030395508,-0.435546875,-5.0,91
0,1.4967498779296875,-0.40234375,-2.484375,49
1,1.4463257789611816,-0.369140625,-5.8125,128
1,1.3554105758666992,-0.3046875,-6.8125,98
1,1.973570466041565,-0.6796875,-8.375,69
0,2.132648229598999,-0.7578125,-9.75,33
0,3.5353705883026123,-1.265625,-7.15625,31
0,1.669203758239746,-0.51171875,-6.4375,94
1,1.9339017868041992,-0.66015625,-6.03125,89
0,2.7951979637145996,-1.03125,-7.0,128
1,1.3831144571304321,-0.32421875,-5.4375,63
0,1.2826346158981323,-0.2490234375,-4.21875,109
1,1.784785270690918,-0.578125,-8.875,106
0,2.3200314044952393,-0.83984375,-6.125,51
1,1.7586462497711182,-0.56640625,-6.15625,128
1,3.239764451980591,-1.171875,-8.125,98
0,1.8356456756591797,-0.609375,-5.5,48
0,1.5058462619781494,-0.41015625,-6.78125,128
1,1.4732542037963867,-0.38671875,-5.96875,128
1,1.2640995979309082,-0.234375,-6.53125,76
1,1.5149364471435547,-0.416015625,-4.1875,128
0,1.470046043395996,-0.384765625,-3.453125,43
0,1.1847120523452759,-0.169921875,-3.75,128
1,1.3202728033065796,-0.27734375,-2.8125,122
1,1.713044285774231,-0.5390625,-4.1875,77
1,2.406740188598633,-0.87890625,-3.875,128
0,1.3249871730804443,-0.28125,-7.125,128
1,2.4716782569885254,-0.90625,-8.25,118
0,4.376441478729248,-1.4765625,-5.5,36
1,2.4815285205841064,-0.91015625,-5.625,57
1,1.802990198135376,-0.58984375,-6.28125,128
0,1.7080923318862915,-0.53515625,-8.1875,107
0,1.2983558177947998,-0.26171875,-3.84375,55
1,1.7703871726989746,-0.5703125,-4.09375,82
0,2.720452308654785,-1.0,-6.71875,127
0,1.7295244932174683,-0.546875,-4.21875,56
0,6.406529903411865,-1.859375,-7.40625,71
1,1.4718905687332153,-0.38671875,-5.90625,107
1,2.9234533309936523,-1.0703125,-10.5625,128
0,1.7620996236801147,-0.56640625,-6.96875,86
0,2.2625374794006348,-0.81640625,-5.375,80
0,2.5301997661590576,-0.9296875,-6.5,35
0,2.0208957195281982,-0.703125,-10.125,87
0,1.1925091743469238,-0.17578125,-3.375,128
0,1.8720042705535889,-0.62890625,-6.21875,128
1,1.9413045644760132,-0.6640625,-7.03125,128
1,2.4879891872406006,-0.91015625,-10.25,128
0,1.9107681512832642,-0.6484375,-7.46875,79
0,1.7336403131484985,-0.55078125,-3.125,94
1,1.7632956504821777,-0.56640625,-6.375,73
0,3.15275502204895,-1.1484375,-8.0625,128
0,1.4397804737091064,-0.365234375,-5.15625,117
0,3.935850143432617,-1.375,-10.875,20
0,1.724360704421997,-0.54296875,-8.3125,128
0,2.632068634033203,-0.96875,-7.875,128
0,1.3004069328308105,-0.26171875,-1.2265625,26
1,1.2988719940185547,-0.26171875,-6.71875,128
1,2.1275336742401123,-0.75390625,-10.0,128
1,1.400748610496521,-0.337890625,-11.25,128
1,1.2498756647109985,-0.22265625,-4.4375,113
0,1.9072303771972656,-0.64453125,-7.6875,108
0,1.1998265981674194,-0.1826171875,-2.53125,128
0,5.626184463500977,-1.7265625,-5.4375,25
0,2.2918739318847656,-0.828125,-8.125,88
0,1.3199118375778198,-0.27734375,-4.1875,128
0,3.7663745880126953,-1.328125,-6.34375,49
1,2.222818613052368,-0.796875,-6.53125,128
0,2.169489622116089,-0.7734375,-10.0625,128
1,1.659196376800537,-0.5078125,-6.5625,109
0,2.2770395278930664,-0.82421875,-4.96875,67
1,1.8958674669265747,-0.640625,-8.625,128
1,1.6619985103607178,-0.5078125,-5.59375,120
1,1.7885550260543823,-0.58203125,-4.25,128
0,2.618913412094116,-0.9609375,-4.71875,49
1,2.742062568664551,-1.0078125,-6.09375,27
0,1.779302716255188,-0.57421875,-7.28125,128
1,1.190231204032898,-0.173828125,-2.203125,94
1,1.7169525623321533,-0.5390625,-4.71875,88
1,1.5605801343917847,-0.4453125,-5.3125,128
0,2.3010950088500977,-0.83203125,-3.9375,42
0,1.7486003637313843,-0.55859375,-8.1875,128
0,2.3740811347961426,-0.86328125,-5.5,106
1,1.764780044555664,-0.56640625,-4.5625,108
1,1.6537874937057495,-0.50390625,-7.0625,128
0,1.6966197490692139,-0.52734375,-5.21875,85
0,1.4299390316009521,-0.357421875,-6.15625,128
0,1.3629590272903442,-0.310546875,-4.21875,85
0,1.7520555257797241,-0.5625,-5.1875,88
0,1.3872501850128174,-0.326171875,-8.375,128
1,1.2051889896392822,-0.1865234375,-5.5,124
1,1.6320382356643677,-0.490234375,-7.90625,128
0,2.131201982498169,-0.7578125,-9.3125,128
1,1.5008163452148438,-0.40625,-2.359375,28
0,2.776183605194092,-1.0234375,-5.4375,53
0,1.7570735216140747,-0.5625,-6.84375,48
1,1.134345293045044,-0.1259765625,-1.40625,82
0,1.4629602432250977,-0.380859375,-7.5625,103
0,2.294281482696533,-0.83203125,-5.8125,94
0,2.1283209323883057,-0.75390625,-7.0,120
0,1.5791888236999512,-0.45703125,-8.5625,128
1,4.502385139465332,-1.5078125,-11.1875,110
1,2.1837291717529297,-0.78125,-13.5,128
1,1.303221583366394,-0.265625,-3.5625,71
1,1.6177058219909668,-0.48046875,-7.5,128
1,1.9452937841415405,-0.6640625,-7.5,128
0,1.6722276210784912,-0.515625,-5.0625,127
1,1.9586342573165894,-0.671875,-5.875,128
1,1.3735105991363525,-0.31640625,-8.3125,128
1,1.422306776046753,-0.3515625,-4.53125,96
1,1.527816891670227,-0.423828125,-5.34375,82
0,1.4270648956298828,-0.35546875,-7.0,66
0,4.519466400146484,-1.5078125,-7.25,68
1,1.5238975286483765,-0.421875,-6.0,74
0,1.5668383836746216,-0.44921875,-2.359375,49
0,1.4415452480316162,-0.365234375,-5.53125,128
1,2.551703453063965,-0.9375,-11.5625,128
0,1.6992002725601196,-0.53125,-5.15625,59
1,3.237663745880127,-1.171875,-14.0625,128
0,1.4065945148468018,-0.341796875,-4.96875,101
0,2.2284486293792725,-0.80078125,-8.25,121
0,1.9326430559158325,-0.66015625,-6.625,93
0,1.6206008195877075,-0.482421875,-13.4375,72
1,1.8574281930923462,-0.6171875,-5.90625,93
1,1.4808175563812256,-0.392578125,-4.375,76
0,1.4586890935897827,-0.376953125,-6.125,128
1,1.4004180431365967,-0.3359375,-8.6875,128
0,2.296936511993408,-0.83203125,-6.53125,128
1,1.1233233213424683,-0.1162109375,-1.0546875,21
0,1.5601557493209839,-0.4453125,-5.40625,128
0,1.6227072477340698,-0.484375,-4.25,128
1,1.8675007820129395,-0.625,-7.0,61
1,1.925134301185608,-0.65625,-8.875,128
1,2.014024257659912,-0.69921875,-4.53125,128
1,1.2567611932754517,-0.228515625,-5.28125,128
1,1.6560877561569214,-0.50390625,-12.0,123
0,1.622847557067871,-0.484375,-10.375,128
0,1.4810154438018799,-0.392578125,-5.46875,128
1,1.1602782011032104,-0.1484375,-6.9375,128
1,1.378846287727356,-0.3203125,-4.625,96
0,2.6529438495635986,-0.9765625,-6.3125,90
1,1.9976719617843628,-0.69140625,-4.46875,128
1,1.8399845361709595,-0.609375,-7.53125,126
1,1.9727661609649658,-0.6796875,-5.03125,66
1,1.2755004167556763,-0.2431640625,-5.46875,128
1,2.3749277591705322,-0.86328125,-4.40625,33
1,1.9569871425628662,-0.671875,-7.03125,128
1,2.123387575149536,-0.75390625,-13.75,103
1,1.747633457183838,-0.55859375,-7.40625,78
1,1.1493784189224243,-0.1396484375,-2.59375,128
0,2.6392459869384766,-0.96875,-6.875,86
1,1.3486242294311523,-0.298828125,-3.5,86
1,2.0016815662384033,-0.6953125,-6.1875,128
1,1.340050220489502,-0.29296875,-3.8125,128
1,1.8393925428390503,-0.609375,-6.5625,120
1,2.2040672302246094,-0.7890625,-7.25,113
0,1.7290490865707397,-0.546875,-4.8125,47
1,2.023869514465332,-0.703125,-6.5,128
0,1.672806739807129,-0.515625,-7.65625,104
0,4.012563228607178,-1.390625,-8.375,69
1,1.515745997428894,-0.416015625,-6.21875,128
0,1.6035557985305786,-0.47265625,-4.90625,92
1,1.8527275323867798,-0.6171875,-17.25,125
1,1.4004653692245483,-0.3359375,-5.46875,128
0,1.7486623525619507,-0.55859375,-3.828125,99
1,1.5570918321609497,-0.443359375,-4.03125,61
1,1.6655827760696411,-0.51171875,-7.875,128
1,1.422905445098877,-0.353515625,-10.75,74
0,1.3966351747512817,-0.333984375,-5.375,128
1,1.255408525466919,-0.2275390625,-2.765625,79
0,1.2983300685882568,-0.26171875,-4.15625,118
1,1.7502236366271973,-0.5625,-2.703125,19
0,2.2995693683624268,-0.83203125,-5.5,128
0,2.7072136402130127,-0.99609375,-6.1875,59
1,1.5213276147842407,-0.419921875,-4.875,128
0,2.0673305988311768,-0.7265625,-6.84375,81
0,2.2080392837524414,-0.79296875,-7.90625,74
1,1.2262827157974243,-0.2041015625,-10.0,128
0,2.4344000816345215,-0.890625,-8.5625,19
1,2.1365532875061035,-0.7578125,-5.9375,102
1,1.1635286808013916,-0.1513671875,-3.25,128
1,1.4400584697723389,-0.365234375,-4.375,92
1,1.2250564098358154,-0.203125,-6.96875,128
1,2.1015970706939697,-0.7421875,-5.875,40
1,1.8303022384643555,-0.60546875,-4.9375,128
1,1.2000768184661865,-0.1826171875,-3.3125,86
0,2.448568344116211,-0.89453125,-6.0,62
1,1.3704290390014648,-0.314453125,-2.171875,91
1,1.9863240718841553,-0.6875,-8.5625,128
1,1.4602760076522827,-0.37890625,-6.3125,106
0,1.5342782735824585,-0.427734375,-4.0625,109
1,1.3175173997879028,-0.275390625,-8.125,128
0,1.4888030290603638,-0.3984375,-5.375,128
0,2.6449575424194336,-0.97265625,-9.3125,128
0,2.073058605194092,-0.73046875,-5.5,86
1,1.3326700925827026,-0.287109375,-9.0,99
0,1.117733359336853,-0.111328125,-0.984375,15
0,1.578157663345337,-0.45703125,-4.875,68
1,2.768568754196167,-1.015625,-5.84375,36
1,1.7135801315307617,-0.5390625,-7.03125,128
1,1.6340869665145874,-0.490234375,-5.375,128
1,2.1765377521514893,-0.77734375,-6.9375,57
0,1.7470546960830688,-0.55859375,-6.125,128
1,1.4281847476959229,-0.357421875,-4.125,128
0,5.6019816398620605,-1.7265625,-6.125,32
0,1.5428229570388794,-0.43359375,-6.46875,79
1,1.5508387088775635,-0.439453125,-8.875,78
1,1.2820466756820679,-0.248046875,-4.34375,82
1,1.954811453819275,-0.671875,-5.03125,75
1,2.602262258529663,-0.95703125,-6.25,99
0,1.9673393964767456,-0.67578125,-8.125,78
0,2.2297873497009277,-0.80078125,-1.796875,9
0,1.905719518661499,-0.64453125,-8.5,69
0,1.934093713760376,-0.66015625,-7.5,128
1,1.40225088596344,-0.337890625,-3.546875,61
0,1.4262651205062866,-0.35546875,-7.375,128
0,1.6403071880340576,-0.494140625,-4.46875,128
0,1.3863662481307983,-0.326171875,-2.984375,46
1,2.487462043762207,-0.91015625,-6.71875,72
1,2.8279430866241455,-1.0390625,-5.75,75
1,1.9186334609985352,-0.65234375,-7.09375,88
1,2.212879180908203,-0.79296875,-8.0,97
1,1.5156519412994385,-0.416015625,-7.46875,76
0,1.8492733240127563,-0.61328125,-5.6875,128
0,2.1702394485473633,-0.7734375,-6.46875,88
0,4.5248284339904785,-1.5078125,-7.53125,67
1,1.4137790203094482,-0.345703125,-3.671875,128
1,2.8087127208709717,-1.03125,-6.5625,128
0,1.6547458171844482,-0.50390625,-5.53125,128
0,2.0293092727661133,-0.70703125,-8.125,128
1,1.4089480638504028,-0.34375,-2.59375,89
1,2.547724723815918,-0.93359375,-5.46875,128
0,1.4357647895812988,-0.361328125,-3.46875,128
0,1.2777714729309082,-0.2451171875,-1.6953125,20
1,1.6338497400283813,-0.490234375,-9.0,91
0,2.412156820297241,-0.87890625,-4.5625,128
1,2.537869453430176,-0.9296875,-4.21875,70
1,1.6812537908554077,-0.51953125,-3.9375,128
0,2.2928600311279297,-0.828125,-7.75,100
0,1.5713112354278564,-0.451171875,-4.75,108
1,1.598757028579712,-0.46875,-5.75,94
0,1.5568137168884277,-0.443359375,-5.90625,71
0,1.8951610326766968,-0.640625,-4.5625,55
0,4.62407112121582,-1.53125,-9.4375,63
1,1.746571660041809,-0.55859375,-2.8125,40
1,1.58036208152771,-0.45703125,-6.125,128
1,1.6383651494979858,-0.494140625,-9.6875,128
0,2.4891016483306885,-0.9140625,-6.71875,58
1,1.7233381271362305,-0.54296875,-5.0,128
0,2.95198655128479,-1.0859375,-7.40625,26
1,1.3499939441680908,-0.30078125,-5.0,128
0,3.328174114227295,-1.203125,-5.78125,128
1,1.9625712633132935,-0.67578125,-10.375,128
1,1.536081075668335,-0.4296875,-6.0,110
0,1.5107448101043701,-0.412109375,-6.375,128
0,3.6690781116485596,-1.296875,-4.84375,38
0,2.4339752197265625,-0.890625,-4.84375,42
1,2.1505796909332275,-0.765625,-6.15625,128
0,2.6122424602508545,-0.9609375,-5.875,44
1,1.7834337949752808,-0.578125,-5.875,64
1,1.7067673206329346,-0.53515625,-4.8125,128
1,1.4673250913619995,-0.3828125,-6.21875,57
1,3.824063301086426,-1.34375,-7.6875,128
0,2.0561912059783936,-0.72265625,-5.5,52
1,1.222606897354126,-0.201171875,-4.8125,128
1,1.8893425464630127,-0.63671875,-3.671875,84
0,2.252592086791992,-0.8125,-9.4375,55
0,2.1149911880493164,-0.75,-4.75,50
1,1.341888427734375,-0.294921875,-7.3125,128
0,1.657666802406311,-0.50390625,-4.40625,82
1,1.5132465362548828,-0.4140625,-6.03125,78
1,1.2406401634216309,-0.2158203125,-6.375,128
1,1.492807149887085,-0.400390625,-3.203125,81
1,1.3146629333496094,-0.2734375,-8.0,128
1,1.645784616470337,-0.498046875,-5.625,128
1,1.48638117313385,-0.396484375,-5.5,59
1,1.7627499103546143,-0.56640625,-5.34375,128
1,1.8175060749053955,-0.59765625,-6.125,87
0,1.812947392463684,-0.59375,-5.53125,60
0,1.8267548084259033,-0.6015625,-5.09375,82
0,3.6526939868927,-1.296875,-7.3125,82
1,1.559821367263794,-0.4453125,-6.90625,111
0,1.9137859344482422,-0.6484375,-5.125,29
1,2.296433687210083,-0.83203125,-6.21875,128
0,1.5980275869369507,-0.46875,-6.53125,128
1,1.5841184854507446,-0.4609375,-5.96875,74
1,1.4130725860595703,-0.345703125,-3.328125,98
1,1.3021748065948486,-0.263671875,-3.6875,127
1,1.7736217975616455,-0.57421875,-9.4375,118
1,1.6424390077590942,-0.49609375,-5.53125,57
1,1.810865044593811,-0.59375,-6.34375,98
1,1.7262386083602905,-0.546875,-5.4375,85
0,2.180502414703369,-0.78125,-4.5625,128
0,2.4929933547973633,-0.9140625,-5.53125,128
1,1.3553433418273926,-0.3046875,-4.75,128
0,2.114619731903076,-0.75,-5.875,128
1,1.7130069732666016,-0.5390625,-8.125,128
1,1.6109333038330078,-0.4765625,-6.125,128
1,1.1253046989440918,-0.1181640625,-4.125,128
1,1.947081208229065,-0.66796875,-8.1875,128
0,2.2664453983306885,-0.81640625,-8.875,28
1,1.543407678604126,-0.43359375,-5.53125,128
0,1.2157407999038696,-0.1953125,-3.3125,128
0,1.2716412544250488,-0.240234375,-3.90625,128
1,1.4873707294464111,-0.396484375,-6.15625,83
0,1.48942232131958,-0.3984375,-5.71875,125
0,2.978025436401367,-1.09375,-5.34375,72
0,1.7829216718673706,-0.578125,-4.15625,128
0,2.587465286254883,-0.94921875,-6.625,128
1,1.8976401090621948,-0.640625,-5.71875,128
1,1.7487328052520752,-0.55859375,-5.84375,128
0,1.4880484342575073,-0.396484375,-9.5625,119
0,1.6085290908813477,-0.474609375,-4.40625,19
1,1.6749964952468872,-0.515625,-9.625,128
0,1.4421172142028809,-0.365234375,-4.25,54
1,1.5753766298294067,-0.455078125,-3.953125,128
1,1.3194509744644165,-0.27734375,-2.921875,88
0,1.307028889656067,-0.267578125,-3.359375,128
0,1.5133190155029297,-0.4140625,-5.375,128
0,1.1990114450454712,-0.181640625,-3.609375,59
1,1.4677730798721313,-0.3828125,-7.0625,110
0,1.3998240232467651,-0.3359375,-3.96875,128
0,1.3376158475875854,-0.291015625,-4.5,128
1,1.9996548891067505,-0.69140625,-6.46875,128
0,1.7659589052200317,-0.5703125,-8.875,99
1,1.4175442457199097,-0.349609375,-5.0,128
1,1.4197766780853271,-0.349609375,-3.328125,79
0,1.24313485622406,-0.2177734375,-6.21875,128
1,1.5538417100906372,-0.44140625,-6.28125,57
0,1.5488190650939941,-0.4375,-1.5703125,15
0,1.732919454574585,-0.55078125,-5.96875,114
1,1.7961984872817993,-0.5859375,-4.96875,128
0,1.5623162984848022,-0.4453125,-2.484375,49
0,1.379880428314209,-0.322265625,-3.609375,128
0,1.5625487565994263,-0.4453125,-6.71875,86
1,2.7283830642700195,-1.0,-7.6875,128
1,1.277456521987915,-0.2451171875,-3.25,48
0,1.7375205755233765,-0.55078125,-7.625,110
0,3.414266586303711,-1.2265625,-4.8125,58
1,1.480680227279663,-0.392578125,-5.65625,88
0,1.713533878326416,-0.5390625,-4.46875,54
1,2.2790377140045166,-0.82421875,-4.96875,35
1,1.428476333618164,-0.357421875,-4.78125,94
0,1.302727222442627,-0.263671875,-2.09375,79
0,3.2431588172912598,-1.1796875,-8.4375,121
0,2.3115479946136475,-0.83984375,-7.65625,128
1,1.9571532011032104,-0.671875,-7.625,113
1,1.4291605949401855,-0.357421875,-5.4375,128
0,1.6565465927124023,-0.50390625,-3.875,28
0,4.275658130645752,-1.453125,-4.8125,40
0,1.494371771812439,-0.40234375,-5.09375,128
1,1.431644082069397,-0.359375,-4.25,128
1,1.5051326751708984,-0.408203125,-7.5625,128
1,1.972785472869873,-0.6796875,-6.0625,128
1,1.2247474193572998,-0.203125,-4.6875,121
1,1.2850744724273682,-0.25,-3.21875,128
0,3.1579601764678955,-1.1484375,-7.75,19
1,1.3407313823699951,-0.29296875,-3.84375,79
0,1.9904766082763672,-0.6875,-9.5625,41
1,1.4900569915771484,-0.3984375,-4.875,128
1,1.4777953624725342,-0.390625,-4.09375,54
1,1.5108600854873657,-0.412109375,-7.5625,79
0,2.174722194671631,-0.77734375,-6.0625,88
0,5.065997123718262,-1.625,-5.59375,41
1,1.3768378496170044,-0.3203125,-5.90625,128
1,1.2771975994110107,-0.244140625,-2.578125,104
0,1.510067105293274,-0.412109375,-7.84375,128
1,1.2416808605194092,-0.216796875,-3.5625,58
