is_hallucination,ppl,logprob_mean,logprob_min,len_gen
0,10.327178001403809,-2.328125,-15.0,126
0,6280.77001953125,-8.75,-15.0,18
0,13.555933952331543,-2.609375,-15.0,31
0,2.7067365646362305,-0.99609375,-17.25,83
0,7.722940444946289,-2.046875,-13.1875,34
1,2.0687835216522217,-0.7265625,-19.25,128
0,3.8344128131866455,-1.34375,-14.6875,26
0,8.440903663635254,-2.125,-12.75,22
0,4.587292671203613,-1.5234375,-20.625,32
0,4.053363800048828,-1.3984375,-11.75,128
0,9.540711402893066,-2.25,-15.125,22
0,7.199760437011719,-1.9765625,-20.875,126
0,8.608530044555664,-2.15625,-15.1875,51
1,3.3226287364959717,-1.203125,-10.75,128
0,3.141619920730591,-1.1484375,-13.125,24
1,1.7782596349716187,-0.57421875,-9.5,128
0,23.645339965820312,-3.171875,-16.5,45
0,6.858874320983887,-1.921875,-14.125,22
0,33.2958984375,-3.5,-16.0,63
0,14.916726112365723,-2.703125,-17.5,22
0,3.5203418731689453,-1.2578125,-8.8125,35
0,19.72998046875,-2.984375,-16.25,128
0,115.32207489013672,-4.75,-13.9375,12
1,2.3051421642303467,-0.8359375,-15.625,128
0,28.807458877563477,-3.359375,-16.125,64
0,23.865089416503906,-3.171875,-16.875,18
0,2.402507781982422,-0.875,-11.0,26
0,54.607418060302734,-4.0,-19.5,55
0,62.15620040893555,-4.125,-13.125,12
0,7.332059383392334,-1.9921875,-15.25,128
0,9.179062843322754,-2.21875,-11.875,30
0,1.9118497371673584,-0.6484375,-12.4375,125
1,3.0218117237091064,-1.1015625,-8.25,128
0,152.58413696289062,-5.03125,-14.0625,25
0,36.64413070678711,-3.59375,-26.0,23
1,5.273502349853516,-1.6640625,-15.875,100
0,24.608240127563477,-3.203125,-17.875,56
1,1.4713637828826904,-0.38671875,-13.5,128
0,20.151580810546875,-3.0,-19.25,45
0,62.782989501953125,-4.125,-15.4375,21
0,2.747447967529297,-1.0078125,-12.875,88
0,11.484648704528809,-2.4375,-8.8125,19
0,2.909329414367676,-1.0703125,-15.625,120
0,13.491336822509766,-2.609375,-19.625,35
0,10.001420974731445,-2.296875,-18.5,33
0,3.702157497406006,-1.3125,-12.8125,128
0,9.88844108581543,-2.296875,-17.125,25
0,18.887086868286133,-2.9375,-19.25,14
0,17.54446792602539,-2.859375,-15.25,41
0,8.193318367004395,-2.109375,-15.1875,128
0,19.937755584716797,-3.0,-13.4375,30
0,3.8521907329559326,-1.3515625,-13.9375,24
0,7.555657863616943,-2.015625,-12.4375,34
0,4.919571399688721,-1.59375,-16.125,94
0,3.909829616546631,-1.359375,-17.875,128
0,6.555873394012451,-1.8828125,-10.5625,21
1,3.225386619567871,-1.171875,-10.5625,128
0,2.559370994567871,-0.9375,-13.375,73
0,22.117433547973633,-3.09375,-18.625,59
1,21.08975601196289,-3.046875,-22.25,24
0,7.270287990570068,-1.984375,-18.5,21
0,17.028270721435547,-2.828125,-14.4375,17
0,3.4597597122192383,-1.2421875,-15.4375,24
1,6.589546203613281,-1.8828125,-22.25,128
1,3.0240068435668945,-1.109375,-15.0,128
1,3.6517674922943115,-1.296875,-19.75,128
0,3.947248935699463,-1.375,-14.75,128
0,3.3148109912872314,-1.1953125,-24.25,127
0,51.3062744140625,-3.9375,-19.125,46
0,2.7496328353881836,-1.0078125,-10.75,69
0,32.447418212890625,-3.484375,-20.625,44
0,12.737895011901855,-2.546875,-10.5,16
0,8.745295524597168,-2.171875,-16.5,18
0,22.40041732788086,-3.109375,-14.5625,30
0,6.7049455642700195,-1.90625,-22.875,20
0,3043.9150390625,-8.0,-21.5,18
0,5.730741500854492,-1.7421875,-15.0625,28
0,146.03268432617188,-4.96875,-26.0,20
0,65.21385192871094,-4.1875,-22.25,14
1,1.604705810546875,-0.47265625,-12.1875,128
0,6.221191883087158,-1.828125,-12.5,128
0,30.486434936523438,-3.421875,-17.625,66
1,4.17053747177124,-1.4296875,-12.5625,128
0,119.7672348022461,-4.78125,-21.75,28
0,8.51746654510498,-2.140625,-15.4375,48
1,4.773770809173584,-1.5625,-18.25,32
0,28.08412742614746,-3.328125,-19.375,27
0,10.244470596313477,-2.328125,-11.875,35
0,503.7389831542969,-6.21875,-18.25,19
0,138.92758178710938,-4.9375,-23.75,28
0,42.556427001953125,-3.75,-19.75,32
0,4.172987461090088,-1.4296875,-17.375,23
0,25.141803741455078,-3.21875,-17.75,87
0,15.066337585449219,-2.71875,-16.0,55
1,7.487247467041016,-2.015625,-14.75,47
0,31.844038009643555,-3.453125,-14.5,18
1,1.8264410495758057,-0.6015625,-7.8125,128
0,9.060153007507324,-2.203125,-17.875,94
0,61.571388244628906,-4.125,-16.875,34
0,18.055992126464844,-2.890625,-17.0,112
0,11.389781951904297,-2.4375,-10.3125,32
0,52.988990783691406,-3.96875,-12.5,41
0,7.907749176025391,-2.0625,-17.375,19
1,4.093198299407959,-1.40625,-10.75,128
