is_hallucination,ppl,logprob_mean,logprob_min,len_gen
0,3.5840237140655518,-1.2734375,-23.25,128
1,2.863908290863037,-1.0546875,-14.125,128
0,3.0671238899230957,-1.125,-13.875,23
0,11.68172836303711,-2.453125,-12.9375,25
0,8.679780960083008,-2.15625,-15.125,33
0,33.55819320678711,-3.515625,-19.375,23
0,9.719154357910156,-2.28125,-14.4375,59
0,3.276218891143799,-1.1875,-16.125,128
0,18.683332443237305,-2.921875,-13.375,26
0,24.98532485961914,-3.21875,-15.25,24
0,5.353157043457031,-1.6796875,-9.75,128
1,3.7845752239227295,-1.328125,-15.5625,101
0,10.96677303314209,-2.390625,-17.25,60
0,3.3926191329956055,-1.21875,-15.5625,124
0,21.26862335205078,-3.0625,-16.125,24
0,27.354793548583984,-3.3125,-21.375,26
0,85.6734848022461,-4.4375,-17.625,25
1,101.02161407470703,-4.625,-21.75,26
0,11.94158935546875,-2.484375,-18.0,35
0,9.96431827545166,-2.296875,-11.5625,16
0,19.502737045288086,-2.96875,-13.6875,28
0,9.833303451538086,-2.28125,-11.4375,32
0,28.368257522583008,-3.34375,-11.375,12
0,4.081130504608154,-1.40625,-12.1875,128
0,52.0306282043457,-3.953125,-17.875,17
0,6.0980634689331055,-1.8046875,-16.5,39
0,7.2258806228637695,-1.9765625,-11.9375,21
0,16.743236541748047,-2.828125,-20.125,17
0,6.319207191467285,-1.84375,-12.125,27
0,542.670654296875,-6.28125,-15.9375,20
0,3.261060953140259,-1.1796875,-13.125,26
0,15.292326927185059,-2.71875,-14.5625,34
1,3.142822742462158,-1.1484375,-13.5625,128
1,2.305652618408203,-0.8359375,-12.75,128
1,4.8111066818237305,-1.5703125,-15.75,128
1,27.48246955871582,-3.3125,-18.375,30
0,1236.0748291015625,-7.125,-17.875,22
0,1.6896311044692993,-0.5234375,-9.5625,90
0,10.251229286193848,-2.328125,-20.625,32
0,23.402999877929688,-3.15625,-14.5,24
0,19.454198837280273,-2.96875,-21.5,56
0,30.963315963745117,-3.4375,-17.25,50
0,3.3468661308288574,-1.2109375,-18.25,128
1,3.3554444313049316,-1.2109375,-14.4375,128
0,6.604549884796143,-1.890625,-16.5,19
0,1.675239086151123,-0.515625,-13.75,43
0,14.4317626953125,-2.671875,-20.25,22
1,6.80421781539917,-1.9140625,-16.375,128
0,9.360824584960938,-2.234375,-15.4375,57
1,5.477407932281494,-1.703125,-19.125,127
1,3.5790719985961914,-1.2734375,-15.375,128
0,3.5430567264556885,-1.265625,-13.6875,26
0,372.802978515625,-5.90625,-21.625,16
0,8.319520950317383,-2.125,-16.375,32
0,338.0826416015625,-5.8125,-11.625,2
0,3.826969861984253,-1.34375,-11.375,34
0,107.06184387207031,-4.6875,-14.9375,16
0,6.110065460205078,-1.8125,-14.25,21
1,2.718947172164917,-1.0,-10.3125,128
0,6.305587291717529,-1.84375,-14.375,37
0,8.419760704040527,-2.125,-11.8125,45
0,2.147756576538086,-0.765625,-25.0,128
0,16.86553382873535,-2.828125,-16.875,18
0,19.25733757019043,-2.953125,-11.375,21
0,29.726171493530273,-3.390625,-15.875,16
0,10.45684814453125,-2.34375,-15.6875,21
1,1.5805014371871948,-0.45703125,-4.875,21
0,38.732234954833984,-3.65625,-14.4375,8
0,5.497671127319336,-1.703125,-11.3125,44
0,68.85344696044922,-4.21875,-17.25,47
1,29.057233810424805,-3.375,-18.75,32
0,2.7696752548217773,-1.015625,-10.375,128
0,10.12100887298584,-2.3125,-18.625,37
0,32.32500457763672,-3.46875,-21.625,27
0,16.543243408203125,-2.796875,-15.625,18
0,61.88677978515625,-4.125,-21.375,49
0,2.3526411056518555,-0.85546875,-9.875,80
0,6.030391693115234,-1.796875,-11.4375,22
0,17.200849533081055,-2.84375,-17.375,18
0,10.55551528930664,-2.359375,-22.125,24
0,2.9449617862701416,-1.078125,-16.5,115
0,64.7372817993164,-4.1875,-16.5,27
0,9.234807968139648,-2.21875,-15.6875,31
1,2.9108967781066895,-1.0703125,-15.25,128
0,4.639167308807373,-1.53125,-11.6875,30
1,12.946443557739258,-2.5625,-13.375,45
